uri,url,title,body,lang,source_title,dateTime,date,time
8814685736,http://stock.3news.cn/24xszb/2025/0814/1120824.html,大象继续跳舞，腾讯上半年净赚超千亿,"【中报】把腾讯比作一家银行，一点也不过分；其半年净赚1034亿元，大大领先同城的招行，其最难市值已经足足领先老对手阿里巴巴3万亿（港元）。

【资料图】

8月13日港股收盘后不久，腾讯（0700.HK）发布了2025年二季度以及上半年财报，数据相当惊艳。

二季度，腾讯完成营收1845亿元，同比增长14.5%，这是腾讯连续三个季度营收增幅超过10%，这表明大体量的腾讯依旧保持较高速度增长。

其中增值业务收入914亿元，同比增长16%；本土游戏收入404亿元，增长17%；海外游戏收入188亿元，大增35%；游戏业务合计收入592亿元。社交网络收入322亿元，增长6%。

营销服务收入增长20%至358亿元，主要是AI驱动广告平台改进；金融科技及企业服务收入增长10%，至555亿元，在三大业务中增长最慢。另有业务收入大约18亿元，减少7%，占比1%左右，对腾讯大盘子影响甚微。

毛利率依旧是增长业务最高，达到60%；营销服务默毛利率58%，金融科技和企业毛利率52%，其他毛利率14%，整体毛利率达到57%，比去年同期增加4个百分点。

二季度毛利增长22%至1050亿元，并最终实现盈利556亿元，增长16%，比收入增幅多1.5个百分点。

2025年上半年，腾讯完成收入3645亿元，增长13.7%，其中游戏吸金1187亿元，占总收入大约33%；上半年实现净利润1034亿元，增长15.6%，比收入增长多大约2个百分点，创下历史新高，也是首次半年净利润超过千亿元。

上半年，微信活跃用户还在增长，月均为14.11亿，同比增长3%，环比增长900万人；差不多每个中国人人均有一个活跃微信账号。

再看一下资本开支，二季度资本开支191亿元，比去年同期增加120%；上半年资本开支466亿元，增加超过1倍；投入增量主要就是放在AI端。

前文说到腾讯银行，以国内实力第五强的招行（600036）为例，一季度实现净利润373亿元，减少2%；假如二季度能稳住，净利润不再下滑，和去年同期持平，大约为367亿元，合计上半年招行净利润大约是740亿元上下，比腾讯净利润上半年要少近300亿元。

如果腾讯继续保持两位数增长，其净利润将在2026年超过四大行之一的中国银行（601988）。

在二级市场上，腾讯8月13日大涨4.7%，收于586港元/股，创下年内新高，2025年初至今，腾讯股价累计上涨40.5%，谁说大象不能起舞呢？

腾讯最新市值是5.36万亿港元，折合人民币4.88万亿元，比阿里巴巴（9988.HK）最新市值（2.36万亿港元）整整多3万亿港元（2.73万亿元人民币），是招行市值（1.1万亿元）4.4倍。

实际上阿里巴巴今年涨幅也超过50%，比腾讯还要出色一点，但总市值和腾讯差距惊人。",zho,stock.3news.cn,2025-08-14T01:23:49Z,2025-08-14,01:23:49
8814684877,https://finance.eastmoney.com/a/202508143483680249.html,腾讯：已拥有足够芯片来进行训练和持续迭代 推理...,"腾讯交出一份亮眼的二季度财报。

8月13日，据腾讯（0700.HK）发布二季度最新财报显示，其二季度总收入1845亿元，同比增长15%；经营利润（Non-IFRS）692亿元，同比增长18%。

AI已成为此次财报的关键词。腾讯CEO马化腾表示，腾讯在AI领域持续投入并从中获益，收入及非国际财务报告准则经营盈利均取得双位数百分比同比增长。""我们致力于通过赋能微信内更多应用场景，推动AI原生应用元宝的使用量，升级我们混元基础模型的能力，为用户及企业带来更进一步的AI增益。""

谈AI：不打算单纯通过市场投放获取新用户

财报显示，腾讯持续加码AI投入。二季度腾讯研发投入达202.5亿元，同比增长17%；资本开支191.1亿元，同比增幅达119%。

AI大模型圈曾经掀起""投流大战""，是否投流长期以来都是大模型行业的命题之一。据腾讯高管在电话会议中表示，曾经为了产品推广进行高额投入。这带来用户的大幅增长。二季度的重点是优化产品，更好地留住已经获取到的大量用户。

谈到未来的计划，腾讯高管称，不打算单纯通过市场投放砸钱来获取新用户。把元宝和现有平台深度整合，这将成为一项关键的竞争力，接下来几个月会不断深化这种整合。同时，也会适时加大产品的市场推广力度。

财报显示，二季度看到GPU（算力）和API Token租赁带来的收入增长，""过去两到三年内，我们有针对性地优化了云业务，削减了低毛利和低附加值的活动。现在已经将云业务运营在一个更可持续的基础之上，供应链的成本竞争力也得到提升，因此能将重心重新放在更快的营收增长节奏上，而不会过于依赖GPU供给的短期波动。""

腾讯高管称，如果GPU供应充足，未来会进一步提升云计算中的GPU租赁，但云业务战略并不仅仅依赖于GPU，在CPU、存储、数据库、CDN等方向都会持续扩展。

而对于供应链端可能带来的挑战，腾讯高管在电话会议中表示，已经拥有足够芯片来进行基础模型的训练和持续迭代，同时在推理芯片的供应渠道侧我们也具备多种选择。也正通过软件优化和升级以提升推理效率，从而在同等芯片数量下承载更高的负载。

从财报来看，腾讯此次财报业绩突出，得益于各业务板块表现出色，以及AI给业务带来的加成。

数据显示，腾讯增值服务收入同比增长16%至913.7亿元，游戏板块收入同比增长22%，其中国际游戏市场收入同比增长35%至188亿元，连续四季创新高。

营销服务在大模型技术升级和微信生态活跃度提升带动下保持高速增长，收入同比增长20%至357.6亿元；金融科技及企业服务业务收入同比增长10%至555.4亿元。

谈3A游戏：要做到""卓越""门槛很高

值得注意的是，AI和广告的融合在二季度给腾讯带来大幅营收增长。

据腾讯高管表示，人工智能带来更精准的定向投放，从而提升点击率。在流量方面，AI带来视频号和搜索流量的增长，未来AI原生应用内的体验也将带来新的流量。

此外，使用生成式AI制作广告素材带来更多的广告需求；电商闭环交易的增多也同样带来更多广告需求，这两者共同推高了单次点击的收入。在广告加载率方面，目前短视频广告加载率仅为中低个位数（如3%-6%），同行的水平则在10%-15%左右，有较大空间。

在核心业务游戏方面，腾讯在今年二季度收入同比增长16%至914亿元，本土市场游戏收入为404亿元，同比增长17%，受益于近期发布的《三角洲行动》的收入贡献，以及《王者荣耀》《无畏契约》《和平精英》等长青游戏的收入增长。

国际市场游戏收入为188亿元，同比增长35%，得益于Supercell旗下游戏及《PUBG MOBILE》的收入增长，以及新发布的《沙丘：觉醒》的收入贡献。社交网络收入同比增长6%至322亿元，得益于手游虚拟道具销售、视频号直播服务收入及音乐付费会员收入的增长。

谈到3A游戏目前在国内市场的表现，腾讯高管表示，中国这类产品受众正在不断扩大，只要做出真正优秀的3A游戏，是有机会实现稳固的盈利，不过想做到""卓越""的门槛很高，目前3A级或买断制游戏在中国市场仍将是少数，但它们在中国的崛起为一些原本不具经济效益的、激情创作的项目提供了极好的机会，使其不依赖于持续的内容和服务，就能具备经济可行性。。",zho,东方财富网,2025-08-14T01:21:54Z,2025-08-14,01:21:54
2025-08-804507931,https://jp.reuters.com/markets/world-indices/3TMUMLFUGNLQBHWZHADDRTW6ZQ-2025-08-13/,中国テンセント、米ＡＩ半導体の輸入状況なお不透明　在庫は十分,"[北京 １３日 ロイター] - 中国のテック大手、騰訊控股（テンセント・ホールディングス）(0700.HK), opens new tabは１３日、中国と米国の貿易交渉が続く中、米国の人工知能（ＡＩ）半導体の輸入について依然として不透明感があると指摘した。その上で、ＡＩ事業に必要な在庫を十分確保しているとした。

劉熾平（マーティン・ラウ）社長は決算発表後の電話会見で、「輸入状況について明確な答えはまだ出ていない。両政府間で多くの話し合いが行われている。その結果どうなるかを待っているところだ」と語った。

米中間では先端半導体の貿易を巡る緊張が続いている。 もっと見る

ラウ氏は、テンセントのＡＩへの取り組みがこの不確実性によって制約されることはないとし、ＡＩモデルの訓練に十分な半導体を確保しており、ＡＩサービスの展開で複数のオプションを持っていると語った。

私たちの行動規範：トムソン・ロイター「信頼の原則」, opens new tab",jpn,JP,2025-08-13T23:54:00Z,2025-08-13,23:54:00
2025-08-804159915,https://www.reuters.com/world/china/tencent-says-us-ai-chip-import-situation-unclear-governments-negotiate-2025-08-13/,Tencent says US AI chip import situation unclear as governments negotiate,"BEIJING, Aug 13 (Reuters) - Chinese tech giant Tencent (0700.HK), opens new tab said on Wednesday it lacks clarity on U.S. AI chip imports as Beijing and Washington continue negotiations, though the company maintains it has sufficient inventory for its AI operations.

""We don't really have a definitive answer on the import situation yet. There are a lot of discussions between the two governments. We are waiting to see what exactly comes out of that,"" Tencent President Martin Lau said during a post-earnings call.

The comments come amid ongoing tensions over advanced semiconductor trade between the world's two largest economies. Nvidia(NVDA.O), opens new tab's H20 chips, designed specifically for the Chinese market, have been at the center of recent regulatory scrutiny from both governments over security concerns.

Lau said the uncertainty would not constrain Tencent's AI ambitions, noting the company has adequate chip supplies for AI model training and multiple deployment options for AI services.

The Shenzhen-based company reported strong second-quarter results, with revenue rising 15% to 184.5 billion yuan ($25.7 billion), beating analyst estimates of 178.5 billion yuan according to LSEG data.

Gaming remained a key growth driver, with domestic revenue rising 17% to 40.4 billion yuan and international revenue climbing 35% to 18.8 billion yuan.

Marketing services revenue increased 20% year-on-year to 35.8 billion yuan, bolstered by the use of AI to enhance the targeting of adverts.

Net profit for the quarter reached 55.6 billion yuan, surpassing analyst expectations of 52.3 billion yuan, LSEG data showed.

Tencent has accelerated AI investments over the past two years, though capital expenditure has moderated recently. After spending 36.6 billion yuan in the fourth quarter of 2024 and 27.5 billion yuan in the first quarter, its capex fell to 19.1 billion yuan in the second quarter.

Lau signaled a more measured approach going forward as the company seeks sustainable monetization from its AI initiatives and to ""spend smartly"".

The company has developed its own large language model, Hunyuan, launching the latest ""Turbo S"" version in February.

But Tencent has also embraced third-party models, notably integrating DeepSeek's technology across its platforms including WeChat, which has over 1 billion monthly active users.

($1 = 7.1756 Chinese yuan renminbi)

Reporting by Liam Mo and Brenda Goh Editing by Bernadette Baum, Aidan Lewis, Alexandra Hudson

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-13T14:47:51Z,2025-08-13,14:47:51
2025-08-803898715,https://www.reuters.com/world/china/chinas-tencent-beats-q2-revenue-forecasts-gaming-ai-fuel-growth-2025-08-13/,"China's Tencent beats Q2 revenue forecasts as gaming, AI fuel growth","BEIJING, Aug 13 (Reuters) - Tencent (0700.HK), opens new tab reported second-quarter revenue growth of 15% on Wednesday, driven by robust gaming performance and deployment of AI across services and platforms including WeChat.

For the three months to June, the Chinese technology giant reported revenue of 184.5 billion yuan ($25.7 billion), exceeding analyst estimates of 178.5 billion yuan, according to LSEG data.

Gaming remained a key growth driver, with domestic revenue rising 17% to 40.4 billion yuan and international revenue climbing 35% to 18.8 billion yuan.

The strong performance was fueled by flagship titles including Honor of Kings and Dungeon & Fighter Mobile.

Marketing services revenue increased 20% year-on-year to 35.8 billion yuan, bolstered by the use of AI to enhance the targeting of adverts.

Net profit for the quarter reached 55.6 billion yuan, surpassing analyst expectations of 52.3 billion yuan, LSEG data showed.

Tencent has significantly ramped up its AI investments over the past two years, with the company allocating increasingly large portions of its capital expenditure to AI initiatives.

The company's total capital expenditure was 76.8 billion yuan in 2024 and management has said that 2025 capital spending would rise to the ""low teens"" as a percentage of total revenue.

Second-quarter capital expenditure more than doubled year-to-year to 19.1 billion yuan, according to the earnings release.

The company has developed its own large language model, Hunyuan, launching the latest ""Turbo S"" version in February.

But Tencent has also embraced third-party models, notably integrating DeepSeek's technology across its platforms including WeChat, which has over 1 billion monthly active users.

Its AI assistant Yuanbao became China's most-downloaded iPhone app in early March after the DeepSeek integration, overtaking DeepSeek's own application.

($1 = 7.1756 Chinese yuan renminbi)

Reporting by Liam Mo and Brenda Goh Editing by Bernadette Baum, Aidan Lewis

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-13T10:13:17Z,2025-08-13,10:13:17
2025-08-803834210,https://www.reuters.com/world/china/chinas-tencent-revenue-grows-15-q2-strong-gaming-performance-2025-08-13/,China's Tencent revenue grows 15% in Q2 on strong gaming performance,"BEIJING, Aug 13 (Reuters) - Tencent (0700.HK), opens new tab reported second-quarter revenue growth of 15% on Wednesday, driven by robust gaming performance and AI-powered business expansion.

For the three months ended June, the Chinese technology giant reported revenue of 184.5 billion yuan, exceeding analyst estimates of 178.5 billion yuan, according to LSEG data.

Gaming remained a key growth driver, with domestic revenue rising 17% to 40.4 billion yuan and international revenue climbing 35% to 18.8 billion yuan.

The strong performance was fueled by flagship titles including Honor of Kings and Dungeon & Fighter Mobile.

Marketing services revenue increased 20% year-on-year to 35.8 billion yuan, bolstered by AI-powered ad solutions that have enhanced targeting and optimization capabilities.

Net profit for the quarter reached 55.6 billion yuan, surpassing analyst expectations of 52.3 billion yuan, LSEG data showed.

Reporting by Liam Mo and Brenda Goh Editing by Bernadette Baum

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-13T09:08:21Z,2025-08-13,09:08:21
8813629813,https://finance.ifeng.com/c/8lmvx7aE4m6,腾讯，爆了,"8月13日，腾讯控股（0700.HK）发布了截至2025年6月30日的第二季度及上半年业绩报告。

财报显示，腾讯第二季度实现营业收入1845亿元人民币，高于市场平均预估的1790亿元。期内净利润达556亿元，同样超过市场预期的508亿元。

财报发布前，腾讯控股收涨4.74%，报586港元/股，创2021年6月以来新高。今年以来，腾讯控股累计涨幅约为40%。

彭博社分析指出，公司第二季度营收表现强劲，超出市场预期，为其在人工智能（AI）领域的雄心提供了有力支撑。

腾讯在财报中强调了其对人工智能领域的持续投入正在加速。公司表示，正加大在AI基础研究、模型迭代和产品化方面的投入力度。其庞大的游戏业务版图和拥有逾10亿用户的超级应用微信，被视为支撑这一战略的关键资金来源和落地场景。

腾讯正积极将其自研的""混元""大模型以及合作伙伴DeepSeek的先进模型（如R1）整合到旗下各类产品及游戏中。同时，公司也向外部客户开放提供AI算力服务。

作为全球最大的游戏公司，游戏业务依然是腾讯最重要的收入来源。公司指出，2024年推出的《地下城与勇士：起源》(DnF Mobile) 和《三角洲行动》(Delta Force) 等作品取得了成功。

市场对腾讯即将推出的新游戏充满期待。其中，备受瞩目的《无畏契约手游》(Valorant Mobile) 将于8月19日正式上线。分析认为，该手游有望从今年晚些时候开始，持续推动公司收入增长至2026年上半年。

此外，基于《王者荣耀》IP开发的开放世界游戏《王者荣耀世界》(Honor of Kings: World) 以及《流放之路2》(Path of Exile 2) 等作品也处于开发进程中，部分新作预计将在下周的德国科隆游戏展上亮相。（国际财闻汇）",zho,凤凰网（凤凰新媒体）,2025-08-13T09:55:29Z,2025-08-13,09:55:29
8813112684,https://hkstock.hexun.com/2025-08-13/220873598.html,腾讯控股：盘初涨超2%，二季度预计收入1790亿 -股票频道-和讯网,"【8月13日股价创2021年6月以来新高，盘后将公布二季度业绩】 8月13日，(0700.HK)盘初拉升，涨幅超2%，报573港元，股价创2021年6月以来新高。公司即将于今日盘后公布二季度业绩，市场预计其游戏业务增长稳健，广告增速略放慢，但人工智能AI提高了广告效率，视频号仍是发展引擎。据彭博数据，市场平均预计其二季度收入达1790.0亿元，同比增长12.2%；经调整净利620.8亿元，同比增长23.5%。

本文由 AI 算法生成，仅作参考，不涉投资建议，使用风险自担",zho,hkstock.hexun.com,2025-08-13T02:40:28Z,2025-08-13,02:40:28
2025-08-803218938,https://www.reuters.com/world/china/china-cautions-tech-firms-over-nvidia-h20-ai-chip-purchases-sources-say-2025-08-12/,"China cautions tech firms over Nvidia H20 AI chip purchases, sources say","Aug 12 (Reuters) - Chinese authorities have summoned domestic companies including major internet firms Tencent (9888.HK), opens new tab and ByteDance over their purchases of Nvidia's (NVDA.O), opens new tab H20 chips, asking them to explain their reasons and expressed concerns over information risks, three people familiar with the matter told Reuters.

The Cyberspace Administration of China (CAC) and other agencies also held meetings with Baidu (0700.HK), opens new tab and smaller Chinese tech firms in recent weeks, said one of the two people and a third source.

The Chinese officials asked companies why they needed to buy Nvidia chips when they could purchase from domestic suppliers, the sources.

Authorities also expressed concerns that materials Nvidia has asked companies to submit for U.S. government review could contain sensitive information including client data, one of the sources said.

However, the people, who declined to be identified because the meetings were not public, said the companies have not been ordered to stop buying H20 chips.

Nvidia said on Tuesday the H20 chip was ""not a military product or for government infrastructure"".

""China has ample supply of domestic chips to meet its needs. It won't and never has relied on American chips for government operations, just like the U.S. government would not rely on chips from China,"" the statement said.

Baidu, ByteDance, Tencent and the CAC did not immediately respond to requests for comment.

Earlier on Tuesday, Bloomberg News reported that Chinese authorities have urged domestic companies to avoid using Nvidia's H20 chips, particularly for government-related purposes.

Several companies were issued official notices discouraging the use of the H20, a less-advanced chip, mainly for any government or national security-related work by state enterprises or private companies, the report said, citing people familiar with the matter.

In a separate report, The Information reported that ByteDance, Alibaba and Tencent had been ordered by the CAC in the past two weeks to suspend Nvidia chip purchases altogether, citing data security concerns.

The CAC directive was communicated at a meeting the regulator held with over a dozen Chinese tech firms, shortly after the Trump administration reversed the export curbs on H20 chips, according to the Information report.

Reuters could not immediately confirm the reports and Alibaba did not respond to a request for comment. Top contract chipmaker SMIC (0981.HK), opens new tab rose 5% on Tuesday on expectations of rising demand for locally-produced chips.

But even without an outright ban, the concerns expressed by Chinese authorities could threaten Nvidia's recently restored access to the Chinese market as Chinese companies look to keep in step with regulators.

Nvidia designed the H20 specifically for China after U.S. export restrictions on its more advanced AI chips took effect in late 2023. The H20 had since been the most sophisticated AI chip Nvidia was allowed to sell in China.

Earlier this year, U.S. authorities effectively banned its sale to China, but reversed the decision in July following an agreement between Nvidia and the Trump administration.

Last month, China's cyberspace regulator summoned Nvidia representatives, asking the company to explain whether the H20 posed backdoor security risks that could affect Chinese user data and privacy.

State-controlled media have intensified criticism of Nvidia in recent days. Yuyuan Tantian, affiliated with state broadcaster CCTV, published an article on WeChat over the weekend claiming H20 chips pose security risks and lack technological advancement and environmental friendliness.

The scrutiny threatens a significant revenue stream for Nvidia, which generated $17 billion from China sales in its fiscal year ended January 26 - or 13% of total revenue.

China has accelerated work on domestic AI chip alternatives, with companies, such as Huawei (HWT.UL) developing processors that rival the H20's performance, and Beijing urging the technology sector to become more self-sufficient.

However, U.S. sanctions on advanced chipmaking equipment, including lithography machines essential for chip production, have constrained domestic manufacturers' ability to boost production.

On Monday, U.S. President Donald Trump suggested that he might allow Nvidia to sell a scaled-down version of its advanced Blackwell chip in China, despite deep-seated fears in Washington that Beijing could harness U.S. AI capabilities to supercharge its military.

China's foreign ministry said on Tuesday it hoped the U.S. would act to maintain the stability and smooth operation of the global chip supply chain.

The Trump administration last week confirmed an unprecedented deal with Nvidia and AMD (AMD.O), opens new tab, which agreed to give the U.S. government 15% of revenue from sales of some advanced chips in China.

China's renewed guidance on avoiding chips also affects AI accelerators from AMD, Bloomberg also reported. It was not clear, however, whether any notices from Chinese authorities specifically mentioned AMD's MI308 chip.

AMD did not respond to a request for comment outside regular business hours.

Reporting by Reuters Staff and Ananya Palyekar and Surbhi Misra in Bengaluru; Additional reporting by Arsheeya Bajwa in Bengaluru; Editing by Saad Sayeed, Miyoung Kim, Kate Mayberry and Tomasz Janowski

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-12T16:12:19Z,2025-08-12,16:12:19
2025-08-802808319,https://www.reuters.com/legal/litigation/australia-court-rules-partly-against-apple-google-epic-games-lawsuit-2025-08-12/,"Australia court rules partly against Apple, Google in Epic Games lawsuit","SYDNEY, Aug 12 (Reuters) - An Australian court found the smartphone app stores of Apple (AAPL.O), opens new tab and Google-owned (GOOGL.O), opens new tab Android were uncompetitive, local media reported on Tuesday, in a partial victory for Fortnite game developer Epic Games against the tech giants.

Amid a years-long legal dispute brought by Epic against the dominant smartphone makers in several jurisdictions around the world, Australia's federal court found the phone makers' app stores had no protections against anti-competitive behaviour, the reports said.

Epic Games had claimed Apple and Google's fees for downloads of its games were too high, and that the phone makers made it impossible for users to download its alternative app store.

The Australian judgment, which ran to 2,000 pages, was not released by the court on Tuesday, but media said a judge's summary included the finding that the smartphone companies had not intentionally breached the law.

In a post on X, Epic said the Australian court ""just found that Apple and Google abuse their control over app distribution and in-app payments to limit competition"".

Epic is a U.S.-based games studio with backing from China's Tencent (0700.HK), opens new tab.

""The Epic Games Store and Fortnite will come to iOS in Australia!"" the Epic post said. ""This is a WIN for developers and consumers in Australia!""

Apple said in a statement it welcomed the court's rejection of some of Epic's claims, but strongly disagreed with its ruling on others.

""Apple faces fierce competition in every market where we operate,"" the California-based tech giant said.

A Google statement said the company welcomed the court's rejection of some Epic Games claims but ""we disagree with the court's characterisation of our billing policies and practices, as well as its findings regarding some of our historical partnerships, which were all shaped in a fiercely competitive mobile landscape"".

""We will review the full decision when we receive it and assess our next steps.""

Reporting by Byron Kaye; Editing by Kate Mayberry

Our Standards: The Thomson Reuters Trust Principles., opens new tab

* Suggested Topics:

* Litigation

* Antitrust

* Intellectual Property

Byron Kaye

Thomson Reuters

Byron Kaye is the Reuters chief companies correspondent for Australia, based in Sydney. Over 10 years at Reuters he has covered banks, retail, healthcare, media, technology and politics, among other topics. He can be reached at +612 9171 7541 or on Signal via username byronkaye.01",eng,Reuters,2025-08-12T08:56:20Z,2025-08-12,08:56:20
8811760071,https://newspim.com/news/view/20250812001090,"[GAM]텐센트 등 中 게임 개발사, 7월 해외매출 호실적","이 기사는 8월 12일 오후 4시16분 '해외 주식 투자의 도우미' GAM(Global Asset Management)에 출고된 프리미엄 기사입니다. GAM에서 회원 가입을 하면 9000여 해외 종목의 프리미엄 기사를 보실 수 있습니다.

이 기사는 AI 번역에 기반해 생산된 콘텐츠로, 원문은 8월 11일자 중국 관영 증권시보(證券時報) 기사입니다.

[서울=뉴스핌] 배상희 기자 = 중국 대형 게임 개발사들의 해외 매출이 상반기에 이어 7월에도 전월 대비 큰 폭 증가한 것으로 나타났다.

글로벌 모바일 데이터 분석업체 센서타워(Sensor Tower)에 따르면 7월 한 달간 총 32곳의 중국 게임사가 글로벌 모바일 게임 퍼블리셔 매출 상위 100위권에 진입했으며, 총 매출액은 19억5000만 달러에 달했다. 이는 글로벌 상위 100위 모바일 게임 퍼블리셔 매출의 34%를 차지하는 수치다. 다만, 해당 데이터에는 중국 내 제3자 안드로이드 채널의 매출은 포함되지 않았다.

7월 한달 간 중국 주요 게임사와 대표 게임들의 매출도 전월 대비 크게 증가한 것으로 집계됐다.

대표적으로 텐센트(0700.HK)의 경우 양대 히트작이자 매출 견인의 핵심 주역 왕자영요(王者榮耀)와 화평정영(和平精英)을 비롯해 서바이벌 슈팅 게임인 PUBG Mobile(Player Unknown's Battle Grounds) 등의 주요 게임 매출이 7월에 크게 늘어나며 텐센트 게임의 글로벌 매출을 전월 대비 20% 증가시켰다. 이를 기반으로 텐센트는 중국 모바일 게임 퍼블리셔 글로벌 매출 순위에서 1위를 유지했다.

A주에 상장돼 있는 인터넷 게임 및 디지털 콘텐츠 제작사인 세기화통(世紀華通 002602.SZ)이 보유한 센추리게임즈(點點互動∙Century Games)의 해외 사업도 우수한 성과를 이어갔다.

센추리게임즈가 개발한 '킹샷(Kingshot)'과 '테이스티 트래블즈 : 머지 게임(Tasty Travels: Merge Game)'은 7월 매출이 각각 34%, 52% 증가했으며, 이에 따라 센추리게임즈의 전체 매출도 전월 대비 10% 추가 상승했다. 이를 바탕으로 센추리게임즈는 텐센트에 이어 순위 2위 자리를 지켰다.

이밖에 삼칠호오망락과기(三七互娛∙37 Interactive Entertainment 002555.SZ), 길비특(吉比特∙G-bits 603444.SH) 산하의 게임 운영 플랫폼 레이팅게임즈(雷霆遊戲), 거인네트워크(巨人網絡 002558.SZ) 등 다수의 A주 게임 상장사들이 상위권을 유지했다.

넷이즈(網易∙NetEase 9999.HK)와 미호요(米哈遊∙MiHoYo)는 3위와 4위를 차지했다.

넷이즈는 '에기파티(蛋仔派對∙Eggy Party)'의 인기가 회복되며 7월 글로벌 매출이 전달 대비 23% 급증했다. 미호요의 인기작 '붕괴:스타레일(崩壞:星穹鐵道∙Honkai：Star Rail)'은 2025년 들어 월 최고 매출을 기록하며 기업의 7월 전체 매출을 전달 대비 28% 늘리는데 결정적 역할을 했다.

주식시장에서도 해외 매출의 성장 이슈는 주가에 뚜렷한 촉매제 역할을 하고 있다.

대표적으로 해외 시장에서 높은 수익을 거두고 있는 세기화통과 거인네트워크는 올해 들어 각각 약 167%, 133% 상승하여 A주 게임사 중 가장 큰 폭의 주가 상승률을 기록했다.

지난해부터 중국 게임의 해외 시장 진출은 점차 침체기를 벗어나 활기를 띄고 있다.

최근 공개된 '2025년 1~6월 중국 게임 산업 보고서'에 따르면, 올해 상반기 중국 자체 개발 게임이 해외 시장에서 거둔 실제 매출은 95억100만 달러로, 전년 동기 대비 11.07% 증가했다.

pxx17@newspim.com",kor,뉴스핌,2025-08-12T07:19:33Z,2025-08-12,07:19:33
2025-08-802654229,https://www.reuters.com/commentary/breakingviews/chinas-nvidia-pushback-is-only-just-beginning-2025-08-12/,China's Nvidia pushback is only just beginning,"HONG KONG, Aug 12 (Reuters Breakingviews) - China's relationship with Nvidia (NVDA.O), opens new tab just got messier. Just one month after boss Jensen Huang's rockstar welcome in the People's Republic, state media has blasted the $4.4 trillion chipmaker's popular H20 processors over security concerns. Washington's latest plan to pocket 15% of Nvidia and AMD's (AMD.O), opens new tab high-end China sales will rankle Beijing even more. That puts customers like Tencent (0700.HK), opens new tab in an awkward spot.

Nvidia's lucrative ties with the world's biggest importer of semiconductors have been upended by the trade war, geopolitics and the broader U.S-China rivalry in artificial intelligence. In April, U.S. President Donald Trump effectively banned the company from selling its China-specific H20 AI processor. That decision, which Huang said, opens new tab at the time would result in a $5.5 billion inventory writedown and $15 billion of lost revenue, was soon reversed as part of U.S. concessions to Beijing in exchange for continued supplies of rare earths.

That's a huge relief to Nvidia. Sales in China are forecast to surge 185% to roughly $49 billion in the fiscal year to January, per Visible Alpha, and account for nearly a quarter of total revenue. Even that may be conservative: Trump on Monday said he was open to Nvidia selling a scaled-back version of its most advanced Blackwell chip to China.

But the outlook is darkening once again. Washington's July ""AI Action Plan"" called, opens new tab for, among other things, stricter enforcement of export controls including ""new and existing location verification features"". That prompted China's cyberspace watchdog to summon Nvidia to a meeting. Last week, the U.S. company published, opens new tab a blog post in both English and Chinese reiterating that its chips did not have so-called backdoors, kill switches and spyware.

Those assurances have not been enough. A couple of weeks ago the state-owned People's Daily published an opinion piece titled, ""Nvidia, how can I trust you?""; that was followed on Sunday by another commentary elsewhere which criticised the H20 as a threat to security, technologically not that advanced and environmentally unfriendly. Worryingly, it concluded that China ""certainly had the option not to buy it"".

It's likely the intended audience is the country's technology giants. Those include Tencent and TikTok-parent ByteDance, which are in the process of submitting applications for H20 chips, Reuters reported last month, citing people familiar with the matter. But Beijing is keen to wean the country off foreign technology and have them buy domestic offerings instead. Moreover, Trump's latest 15% revenue collection deal will result in national champions indirectly handing money to the U.S. government; that will not sit well with President Xi Jinping.

The problem is, domestic AI chips from Huawei, Cambricon Technologies (688256.SS), opens new tab and others still have a long way to catch up to Nvidia's. And Huang has another formidable edge: its programming platform, CUDA, hosts many apps, frameworks and AI software that have become the industry's standard, making it hard and costly for customers to leave. Chinese unease toward Nvidia will only rise, but the country does not have much choice for now.

Follow Robyn Mak on X, opens new tab.

Context News

Editing by Antony Currie; Production by Aditya Srivastav

* Suggested Topics:

* Breakingviews

Breakingviews

Reuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time.

Sign up for a free trial of our full service at https://www.breakingviews.com/trial and follow us on Twitter @Breakingviews and at www.breakingviews.com. All opinions expressed are those of the authors.

Robyn Mak

Thomson Reuters

Robyn Mak joined Reuters Breakingviews in 2013. Previously, she was a Research Associate for the Global Policy Programs at the Asia Society in New York. She has also worked at the Carnegie Endowment for International Peace in Washington DC and interned at several consulting firms, including the Albright Stonebridge Group. She holds a masters degree in international economics and international relations from the Johns Hopkins School of Advanced International Studies and is a magna cum laude graduate of New York University.",eng,Reuters,2025-08-12T05:54:51Z,2025-08-12,05:54:51
